Javan Rusa,Medium,Female,12156 kg,1.2156 TR,White Brown
Javan Rusa,Medium,Female,12157 kg,1.2157 TR,White Brown
Javan Rusa,Medium,Female,12158 kg,1.2158 TR,White Brown
Javan Rusa,Medium,Female,12159 kg,1.2159 TR,White Brown
Javan Rusa,Medium,Female,12160 kg,1.216 TR,White Brown
Javan Rusa,Medium,Female,12161 kg,1.2161 TR,White Brown
Javan Rusa,Medium,Female,12162 kg,1.2162 TR,White Brown
Javan Rusa,Medium,Female,12163 kg,1.2163 TR,White Brown
Javan Rusa,Medium,Female,12164 kg,1.2164 TR,White Brown
Javan Rusa,Medium,Female,12165 kg,1.2165 TR,White Brown
Javan Rusa,Medium,Female,12166 kg,1.2166 TR,White Brown
Javan Rusa,Medium,Female,12167 kg,1.2167 TR,White Brown
Javan Rusa,Medium,Female,12168 kg,1.2168 TR,White Brown
Javan Rusa,Medium,Female,12169 kg,1.2169 TR,White Brown
Javan Rusa,Medium,Female,12170 kg,1.217 TR,White Brown
Javan Rusa,Medium,Female,12171 kg,1.2171 TR,White Brown
Javan Rusa,Medium,Female,12172 kg,1.2172 TR,White Brown
Javan Rusa,Medium,Female,12173 kg,1.2173 TR,White Brown
Javan Rusa,Medium,Female,12174 kg,1.2174 TR,White Brown
Javan Rusa,Medium,Female,12175 kg,1.2175 TR,White Brown
Javan Rusa,Medium,Female,12176 kg,1.2176 TR,White Brown
Javan Rusa,Medium,Female,12177 kg,1.2177 TR,White Brown
Javan Rusa,Medium,Female,12178 kg,1.2178 TR,White Brown
Javan Rusa,Medium,Female,12179 kg,1.2179 TR,White Brown
Javan Rusa,Medium,Female,12180 kg,1.218 TR,White Brown
Javan Rusa,Medium,Female,12181 kg,1.2181 TR,White Brown
Javan Rusa,Medium,Female,12182 kg,1.2182 TR,White Brown
Javan Rusa,Medium,Female,12183 kg,1.2183 TR,White Brown
Javan Rusa,Medium,Female,12184 kg,1.2184 TR,White Brown
Javan Rusa,Medium,Female,12185 kg,1.2185 TR,White Brown
Javan Rusa,Medium,Female,12186 kg,1.2186 TR,White Brown
Javan Rusa,Medium,Female,12187 kg,1.2187 TR,White Brown
Javan Rusa,Medium,Female,12188 kg,1.2188 TR,White Brown
Javan Rusa,Medium,Female,12189 kg,1.2189 TR,White Brown
Javan Rusa,Medium,Female,12190 kg,1.219 TR,White Brown
Javan Rusa,Medium,Female,12191 kg,1.2191 TR,White Brown
Javan Rusa,Medium,Female,12192 kg,1.2192 TR,White Brown
Javan Rusa,Medium,Female,12193 kg,1.2193 TR,White Brown
Javan Rusa,Medium,Female,12194 kg,1.2194 TR,White Brown
Javan Rusa,Medium,Female,12195 kg,1.2195 TR,White Brown
Javan Rusa,Medium,Female,12196 kg,1.2196 TR,White Brown
Javan Rusa,Medium,Female,12197 kg,1.2197 TR,White Brown
Javan Rusa,Medium,Female,12198 kg,1.2198 TR,White Brown
Javan Rusa,Medium,Female,12199 kg,1.2199 TR,White Brown
Javan Rusa,Medium,Female,12200 kg,1.22 TR,White Brown
Magpie Goose,Trivial,Female,1.50456 kg,2.5702 TR,Maroon
Magpie Goose,Trivial,Female,1.52186 kg,2.60349 TR,Maroon
Magpie Goose,Trivial,Female,1.53681 kg,2.6039 TR,Orange       
Magpie Goose,Trivial,Female,1.58732 kg,2.62114 TR,Orange       
Magpie Goose,Trivial,Female,1.56839 kg,2.62525 TR,Yellow
Magpie Goose,Trivial,Female,1.5975 kg,2.65317 TR,Maroon
Magpie Goose,Trivial,Female,1.63341 kg,2.6655 TR,Yellow
Magpie Goose,Trivial,Female,1.61822 kg,2.67015 TR,Orange       
Magpie Goose,Trivial,Female,1.65599 kg,2.67047 TR,Maroon
Magpie Goose,Trivial,Female,1.63965 kg,2.67605 TR,Maroon
Magpie Goose,Trivial,Female,1.65268 kg,2.67801 TR,Orange       
Magpie Goose,Trivial,Female,1.66004 kg,2.68928 TR,Maroon
Magpie Goose,Trivial,Female,1.68511 kg,2.69594 TR,Orange       
Magpie Goose,Trivial,Female,1.70335 kg,2.69763 TR,Yellow
Magpie Goose,Trivial,Female,1.68988 kg,2.69798 TR,Orange       
Magpie Goose,Trivial,Female,1.70444 kg,2.69917 TR,Yellow
Magpie Goose,Trivial,Female,1.70427 kg,2.70258 TR,Yellow
Magpie Goose,Trivial,Female,1.69454 kg,2.70431 TR,Maroon
Magpie Goose,Trivial,Female,1.6951 kg,2.70679 TR,Orange       
Magpie Goose,Trivial,Female,1.66903 kg,2.71095 TR,Maroon
Magpie Goose,Trivial,Female,1.74394 kg,2.72732 TR,Orange       
Magpie Goose,Trivial,Female,1.70142 kg,2.72753 TR,Maroon
Magpie Goose,Trivial,Female,1.71337 kg,2.7286 TR,Orange       
Magpie Goose,Trivial,Female,1.70801 kg,2.73703 TR,Yellow
Magpie Goose,Trivial,Female,1.71809 kg,2.73975 TR,Orange       
Magpie Goose,Trivial,Female,1.73918 kg,2.7405 TR,Maroon
Magpie Goose,Trivial,Female,1.73441 kg,2.7416 TR,Maroon
Magpie Goose,Trivial,Female,1.74858 kg,2.74448 TR,Yellow
Magpie Goose,Trivial,Female,1.75983 kg,2.74682 TR,Yellow
Magpie Goose,Trivial,Female,1.72085 kg,2.74771 TR,Yellow
Magpie Goose,Trivial,Female,1.75191 kg,2.75221 TR,Orange       
Magpie Goose,Trivial,Female,1.75461 kg,2.75285 TR,Yellow
Magpie Goose,Trivial,Female,1.77152 kg,2.75567 TR,Orange       
Magpie Goose,Minor,Male,2.04746 kg,2.75801 TR,Orange       
Magpie Goose,Trivial,Female,1.7437 kg,2.75858 TR,Yellow
Magpie Goose,Trivial,Female,1.76219 kg,2.7596 TR,Yellow
Magpie Goose,Trivial,Female,1.74609 kg,2.76095 TR,Maroon
Magpie Goose,Trivial,Female,1.76066 kg,2.76235 TR,Yellow
Magpie Goose,Trivial,Female,1.77347 kg,2.76356 TR,Yellow
Magpie Goose,Trivial,Female,1.75263 kg,2.76412 TR,Maroon
Magpie Goose,Trivial,Female,1.7793 kg,2.76797 TR,Orange       
Magpie Goose,Trivial,Female,1.78299 kg,2.76894 TR,Maroon
Magpie Goose,Trivial,Female,1.80747 kg,2.77145 TR,Yellow
Magpie Goose,Trivial,Female,1.80198 kg,2.77661 TR,Maroon
Magpie Goose,Trivial,Female,1.80276 kg,2.78065 TR,Orange       
Magpie Goose,Trivial,Female,1.78574 kg,2.78181 TR,Maroon
Magpie Goose,Trivial,Female,1.81865 kg,2.78619 TR,Maroon
Magpie Goose,Trivial,Female,1.80495 kg,2.79414 TR,Yellow
Magpie Goose,Trivial,Female,1.82425 kg,2.79735 TR,Yellow
Magpie Goose,Trivial,Female,1.80779 kg,2.8048 TR,Orange       
Magpie Goose,Trivial,Female,1.82075 kg,2.80489 TR,Yellow
Magpie Goose,Minor,Male,2.05871 kg,2.80589 TR,Orange       
Magpie Goose,Trivial,Female,1.80611 kg,2.80893 TR,Maroon
Magpie Goose,Trivial,Female,1.85755 kg,2.80976 TR,Yellow
Magpie Goose,Trivial,Female,1.85899 kg,2.81406 TR,Orange       
Magpie Goose,Trivial,Female,1.84769 kg,2.8141 TR,Orange       
Magpie Goose,Trivial,Female,1.82174 kg,2.81712 TR,Orange       
Magpie Goose,Trivial,Female,1.86717 kg,2.81878 TR,Orange       
Magpie Goose,Trivial,Female,1.872 kg,2.8193 TR,Maroon
Magpie Goose,Trivial,Female,1.85191 kg,2.81995 TR,Maroon
Magpie Goose,Trivial,Female,1.83246 kg,2.82141 TR,Yellow
Magpie Goose,Trivial,Female,1.83278 kg,2.82201 TR,Maroon
Magpie Goose,Minor,Male,2.09694 kg,2.82223 TR,Orange       
Magpie Goose,Minor,Male,2.08966 kg,2.82347 TR,Yellow
Magpie Goose,Trivial,Female,1.84324 kg,2.82439 TR,Yellow
Magpie Goose,Trivial,Female,1.83727 kg,2.82466 TR,Orange       
Magpie Goose,Trivial,Female,1.87259 kg,2.82778 TR,Maroon
Magpie Goose,Minor,Male,2.10972 kg,2.82907 TR,Maroon
Magpie Goose,Trivial,Female,1.86215 kg,2.83311 TR,Orange       
Magpie Goose,Minor,Male,2.09548 kg,2.83399 TR,Orange       
Magpie Goose,Trivial,Female,1.86515 kg,2.83419 TR,Orange       
Magpie Goose,Trivial,Female,1.85235 kg,2.83472 TR,Orange       
Magpie Goose,Trivial,Female,1.88059 kg,2.83659 TR,Yellow
Magpie Goose,Trivial,Female,1.88878 kg,2.83687 TR,Orange       
Magpie Goose,Trivial,Female,1.88836 kg,2.83981 TR,Yellow
Magpie Goose,Trivial,Female,1.8728 kg,2.84006 TR,Maroon
Magpie Goose,Trivial,Female,1.88567 kg,2.8407 TR,Orange       
Magpie Goose,Trivial,Female,1.86444 kg,2.84082 TR,Yellow
Magpie Goose,Trivial,Female,1.87751 kg,2.84206 TR,Maroon
Magpie Goose,Minor,Male,2.14761 kg,2.84289 TR,Orange       
Magpie Goose,Minor,Male,2.11207 kg,2.84388 TR,Maroon
Magpie Goose,Trivial,Female,1.89528 kg,2.84405 TR,Yellow
Magpie Goose,Trivial,Female,1.89716 kg,2.84425 TR,Maroon
Magpie Goose,Trivial,Female,1.88257 kg,2.84489 TR,Yellow
Magpie Goose,Minor,Male,2.10833 kg,2.84521 TR,Yellow
Magpie Goose,Minor,Male,2.13741 kg,2.84738 TR,Maroon
Magpie Goose,Minor,Male,2.1284 kg,2.84913 TR,Orange       
Magpie Goose,Trivial,Female,1.87115 kg,2.84967 TR,Yellow
Magpie Goose,Trivial,Female,1.90387 kg,2.84988 TR,Orange       
Magpie Goose,Trivial,Female,1.90665 kg,2.85174 TR,Maroon
Magpie Goose,Minor,Male,2.1341 kg,2.85181 TR,Yellow
Magpie Goose,Trivial,Female,1.88892 kg,2.85212 TR,Maroon
Magpie Goose,Trivial,Female,1.91556 kg,2.85241 TR,Orange       
Magpie Goose,Minor,Male,2.12461 kg,2.85246 TR,Maroon
Magpie Goose,Trivial,Female,1.88149 kg,2.85268 TR,Orange       
Magpie Goose,Trivial,Female,1.89466 kg,2.85302 TR,Maroon
Magpie Goose,Trivial,Female,1.88174 kg,2.85357 TR,Orange       
Magpie Goose,Trivial,Female,1.90755 kg,2.85477 TR,Orange       
Magpie Goose,Trivial,Female,1.88785 kg,2.85584 TR,Maroon
Magpie Goose,Trivial,Female,1.87786 kg,2.85604 TR,Orange       
Magpie Goose,Trivial,Female,1.91081 kg,2.85653 TR,Maroon
Magpie Goose,Trivial,Female,1.90959 kg,2.85693 TR,Orange       
Magpie Goose,Minor,Male,2.15885 kg,2.85729 TR,Yellow
Magpie Goose,Trivial,Female,1.90514 kg,2.85741 TR,Orange       
Magpie Goose,Trivial,Female,1.92473 kg,2.85961 TR,Orange       
Magpie Goose,Trivial,Female,1.90548 kg,2.8605 TR,Maroon
Magpie Goose,Trivial,Female,1.89165 kg,2.86075 TR,Yellow
Magpie Goose,Minor,Male,2.15877 kg,2.8613 TR,Maroon
Magpie Goose,Trivial,Female,1.9082 kg,2.86258 TR,Maroon
Magpie Goose,Trivial,Female,1.89909 kg,2.86362 TR,Maroon
Magpie Goose,Trivial,Female,1.88936 kg,2.86408 TR,Maroon
Magpie Goose,Trivial,Female,1.91052 kg,2.86503 TR,Maroon
Magpie Goose,Trivial,Female,1.90618 kg,2.86601 TR,Maroon
Magpie Goose,Trivial,Female,1.93042 kg,2.86666 TR,Maroon
Magpie Goose,Trivial,Female,1.89627 kg,2.8683 TR,Yellow
Magpie Goose,Trivial,Female,1.89607 kg,2.8686 TR,Yellow
Magpie Goose,Trivial,Female,1.94221 kg,2.86881 TR,Orange       
Magpie Goose,Trivial,Female,1.93933 kg,2.8696 TR,Yellow
Magpie Goose,Trivial,Female,1.93008 kg,2.87012 TR,Maroon
Magpie Goose,Trivial,Female,1.90782 kg,2.87308 TR,Orange       
Magpie Goose,Trivial,Female,1.90355 kg,2.87394 TR,Yellow
Magpie Goose,Trivial,Female,1.90335 kg,2.87589 TR,Maroon
Magpie Goose,Trivial,Female,1.90292 kg,2.87803 TR,Orange       
Magpie Goose,Trivial,Female,1.95693 kg,2.87816 TR,Yellow
Magpie Goose,Trivial,Female,1.94518 kg,2.87854 TR,Maroon
Magpie Goose,Trivial,Female,1.93412 kg,2.87875 TR,Yellow
Magpie Goose,Trivial,Female,1.95214 kg,2.87925 TR,Orange       
Magpie Goose,Trivial,Female,1.94342 kg,2.88031 TR,Orange       
Magpie Goose,Trivial,Female,1.94955 kg,2.88131 TR,Maroon
Magpie Goose,Trivial,Female,1.93399 kg,2.88132 TR,Yellow
Magpie Goose,Trivial,Female,1.95003 kg,2.88285 TR,Orange       
Magpie Goose,Trivial,Female,1.9115 kg,2.88311 TR,Yellow
Magpie Goose,Minor,Male,2.17048 kg,2.88387 TR,Yellow
Magpie Goose,Trivial,Female,1.95744 kg,2.88388 TR,Yellow
Magpie Goose,Trivial,Female,1.9116 kg,2.88411 TR,Orange       
Magpie Goose,Trivial,Female,1.96355 kg,2.88483 TR,Yellow
Magpie Goose,Trivial,Female,1.93777 kg,2.8849 TR,Yellow
Magpie Goose,Trivial,Female,1.95924 kg,2.88604 TR,Orange       
Magpie Goose,Trivial,Female,1.9453 kg,2.88682 TR,Maroon
Magpie Goose,Trivial,Female,1.93129 kg,2.88839 TR,Yellow
Magpie Goose,Trivial,Female,1.9253 kg,2.88901 TR,Yellow
Magpie Goose,Trivial,Female,1.95739 kg,2.88926 TR,Yellow
Magpie Goose,Trivial,Female,1.92873 kg,2.89193 TR,Yellow
Magpie Goose,Trivial,Female,1.97339 kg,2.89201 TR,Maroon
Magpie Goose,Trivial,Female,1.95087 kg,2.89284 TR,Yellow
Magpie Goose,Trivial,Female,1.94813 kg,2.89286 TR,Maroon
Magpie Goose,Trivial,Female,1.94549 kg,2.89339 TR,Orange       
Magpie Goose,Trivial,Female,1.96945 kg,2.89531 TR,Yellow
Magpie Goose,Trivial,Female,1.96832 kg,2.89539 TR,Yellow
Magpie Goose,Trivial,Female,1.9619 kg,2.89572 TR,Maroon
Magpie Goose,Trivial,Female,1.95987 kg,2.89603 TR,Yellow
Magpie Goose,Minor,Male,2.19146 kg,2.89685 TR,Maroon
Magpie Goose,Minor,Male,2.20165 kg,2.90111 TR,Orange       
Magpie Goose,Trivial,Female,1.94064 kg,2.90144 TR,Maroon
Magpie Goose,Trivial,Female,1.94939 kg,2.90151 TR,Orange       
Magpie Goose,Trivial,Female,1.98044 kg,2.90174 TR,Maroon
Magpie Goose,Trivial,Female,1.95645 kg,2.90228 TR,Maroon
Magpie Goose,Trivial,Female,1.96137 kg,2.90395 TR,Orange       
Magpie Goose,Trivial,Female,1.98495 kg,2.90543 TR,Yellow
Magpie Goose,Trivial,Female,1.96815 kg,2.90627 TR,Yellow
Magpie Goose,Trivial,Female,1.95195 kg,2.90684 TR,Maroon
Magpie Goose,Trivial,Female,1.94612 kg,2.90758 TR,Yellow
Magpie Goose,Trivial,Female,1.95132 kg,2.90825 TR,Orange       
Magpie Goose,Trivial,Female,1.95489 kg,2.90855 TR,Maroon
Magpie Goose,Trivial,Female,1.9929 kg,2.90873 TR,Maroon
Magpie Goose,Minor,Male,2.18005 kg,2.90914 TR,Maroon
Magpie Goose,Trivial,Female,1.95368 kg,2.91149 TR,Yellow
Magpie Goose,Trivial,Female,1.97477 kg,2.91182 TR,Maroon
Magpie Goose,Trivial,Female,1.98793 kg,2.91225 TR,Maroon
Magpie Goose,Trivial,Female,1.98662 kg,2.91242 TR,Maroon
Magpie Goose,Trivial,Female,1.97864 kg,2.91274 TR,Orange       
Magpie Goose,Trivial,Female,1.977 kg,2.91339 TR,Yellow
Magpie Goose,Trivial,Female,1.98358 kg,2.91347 TR,Maroon
Magpie Goose,Minor,Female,2.0052 kg,2.91362 TR,Yellow
Magpie Goose,Trivial,Female,1.96406 kg,2.91406 TR,Yellow
Magpie Goose,Minor,Male,2.21414 kg,2.91486 TR,Yellow
Magpie Goose,Trivial,Female,1.97311 kg,2.91528 TR,Orange       
Magpie Goose,Minor,Female,2.0076 kg,2.91702 TR,Yellow
Magpie Goose,Trivial,Female,1.99955 kg,2.92025 TR,Orange       
Magpie Goose,Trivial,Female,1.96328 kg,2.92035 TR,Maroon
Magpie Goose,Trivial,Female,1.99752 kg,2.92126 TR,Orange       
Magpie Goose,Minor,Female,2.0135 kg,2.92213 TR,Yellow
Magpie Goose,Minor,Female,2.01736 kg,2.92239 TR,Maroon
Magpie Goose,Trivial,Female,1.9961 kg,2.92295 TR,Yellow
Magpie Goose,Minor,Female,2.01894 kg,2.92423 TR,Yellow
Magpie Goose,Minor,Female,2.0063 kg,2.92461 TR,Maroon
Magpie Goose,Trivial,Female,1.97951 kg,2.92517 TR,Orange       
Magpie Goose,Minor,Male,2.20053 kg,2.92844 TR,Yellow
Magpie Goose,Trivial,Female,1.98128 kg,2.92887 TR,Yellow
Magpie Goose,Trivial,Female,1.9811 kg,2.9295 TR,Orange       
Magpie Goose,Minor,Female,2.028 kg,2.93051 TR,Maroon
Magpie Goose,Minor,Female,2.00906 kg,2.93068 TR,Maroon
Magpie Goose,Minor,Female,2.00014 kg,2.93363 TR,Maroon
Magpie Goose,Minor,Female,2.00331 kg,2.93437 TR,Orange       
Magpie Goose,Minor,Female,2.01603 kg,2.93465 TR,Orange       
Magpie Goose,Trivial,Female,1.98534 kg,2.93589 TR,Yellow
Magpie Goose,Minor,Female,2.03194 kg,2.93682 TR,Yellow
Magpie Goose,Minor,Male,2.19799 kg,2.93719 TR,Yellow
Magpie Goose,Minor,Female,2.00374 kg,2.9375 TR,Maroon
Magpie Goose,Minor,Female,2.0281 kg,2.93837 TR,Maroon
Magpie Goose,Minor,Female,2.03579 kg,2.94066 TR,Yellow
Magpie Goose,Minor,Female,2.00327 kg,2.94103 TR,Orange       
Magpie Goose,Minor,Female,2.03975 kg,2.9419 TR,Maroon
Magpie Goose,Minor,Female,2.01322 kg,2.94198 TR,Maroon
Magpie Goose,Minor,Female,2.01496 kg,2.94212 TR,Yellow
Magpie Goose,Trivial,Female,1.99804 kg,2.94257 TR,Yellow
Magpie Goose,Minor,Male,2.21904 kg,2.94302 TR,Yellow
Magpie Goose,Minor,Female,2.00967 kg,2.94336 TR,Maroon
Magpie Goose,Minor,Female,2.04274 kg,2.94442 TR,Maroon
Magpie Goose,Minor,Female,2.01579 kg,2.94468 TR,Yellow
Magpie Goose,Minor,Female,2.02262 kg,2.94649 TR,Orange       
Magpie Goose,Minor,Female,2.03684 kg,2.94711 TR,Maroon
Magpie Goose,Minor,Male,2.19615 kg,2.94722 TR,Orange       
Magpie Goose,Minor,Female,2.04845 kg,2.94817 TR,Orange       
Magpie Goose,Minor,Male,2.24357 kg,2.94821 TR,Maroon
Magpie Goose,Minor,Female,2.03153 kg,2.94826 TR,Maroon
Magpie Goose,Minor,Female,2.01653 kg,2.95065 TR,Orange       
Magpie Goose,Minor,Female,2.04915 kg,2.95103 TR,Yellow
Magpie Goose,Minor,Female,2.01057 kg,2.95158 TR,Maroon
Magpie Goose,Minor,Female,2.00581 kg,2.95269 TR,Yellow
Magpie Goose,Minor,Male,2.24436 kg,2.95399 TR,Yellow
Magpie Goose,Minor,Female,2.04708 kg,2.95445 TR,Maroon
Magpie Goose,Minor,Female,2.05426 kg,2.9547 TR,Orange       
Magpie Goose,Minor,Female,2.01524 kg,2.95775 TR,Maroon
Magpie Goose,Minor,Female,2.05686 kg,2.95821 TR,Maroon
Magpie Goose,Minor,Female,2.0441 kg,2.95857 TR,Yellow
Magpie Goose,Minor,Female,2.05111 kg,2.95865 TR,Yellow
Magpie Goose,Minor,Female,2.06918 kg,2.95899 TR,Maroon
Magpie Goose,Minor,Female,2.03611 kg,2.95928 TR,Orange       
Magpie Goose,Minor,Female,2.06363 kg,2.95981 TR,Orange       
Magpie Goose,Minor,Female,2.07206 kg,2.96058 TR,Maroon
Magpie Goose,Minor,Female,2.06416 kg,2.96161 TR,Maroon
Magpie Goose,Minor,Female,2.03441 kg,2.96171 TR,Orange       
Magpie Goose,Minor,Female,2.0629 kg,2.96245 TR,Maroon
Magpie Goose,Minor,Female,2.02224 kg,2.96339 TR,Yellow
Magpie Goose,Minor,Female,2.07522 kg,2.96372 TR,Orange       
Magpie Goose,Minor,Female,2.06098 kg,2.96388 TR,Maroon
Magpie Goose,Minor,Female,2.03241 kg,2.96471 TR,Yellow
Magpie Goose,Minor,Female,2.0454 kg,2.9649 TR,Yellow
Magpie Goose,Minor,Female,2.07959 kg,2.96645 TR,Yellow
Magpie Goose,Minor,Female,2.06767 kg,2.96716 TR,Orange       
Magpie Goose,Minor,Female,2.05952 kg,2.96725 TR,Yellow
Magpie Goose,Minor,Female,2.04086 kg,2.96726 TR,Maroon
Magpie Goose,Minor,Female,2.06933 kg,2.9677 TR,Maroon
Magpie Goose,Minor,Female,2.05742 kg,2.96786 TR,Orange       
Magpie Goose,Minor,Female,2.03074 kg,2.96793 TR,Maroon
Magpie Goose,Minor,Female,2.07599 kg,2.96842 TR,Orange       
Magpie Goose,Minor,Female,2.06714 kg,2.96883 TR,Yellow
Magpie Goose,Minor,Female,2.0298 kg,2.96907 TR,Maroon
Magpie Goose,Minor,Male,2.22746 kg,2.97179 TR,Maroon
Magpie Goose,Minor,Female,2.04809 kg,2.97188 TR,Piebald      
Magpie Goose,Minor,Female,2.07908 kg,2.97188 TR,Yellow
Magpie Goose,Minor,Female,2.03551 kg,2.9729 TR,Orange       
Magpie Goose,Minor,Female,2.06554 kg,2.97326 TR,Maroon
Magpie Goose,Minor,Female,2.08972 kg,2.97367 TR,Yellow
Magpie Goose,Minor,Female,2.08032 kg,2.97375 TR,Maroon
Magpie Goose,Minor,Female,2.06423 kg,2.97452 TR,Orange       
Magpie Goose,Minor,Female,2.08307 kg,2.97458 TR,Yellow
Magpie Goose,Minor,Female,2.04518 kg,2.97539 TR,Maroon
Magpie Goose,Minor,Male,2.24543 kg,2.97613 TR,Maroon
Magpie Goose,Minor,Female,2.0599 kg,2.97758 TR,Orange       
Magpie Goose,Minor,Female,2.05766 kg,2.97777 TR,Maroon
Magpie Goose,Minor,Female,2.07269 kg,2.97963 TR,Yellow
Magpie Goose,Minor,Female,2.06311 kg,2.98079 TR,Orange       
Magpie Goose,Minor,Female,2.07982 kg,2.98122 TR,Orange       
Magpie Goose,Minor,Female,2.06128 kg,2.98151 TR,Orange       
Magpie Goose,Minor,Female,2.0727 kg,2.98173 TR,Yellow
Magpie Goose,Minor,Male,2.25058 kg,2.98279 TR,Orange       
Magpie Goose,Minor,Female,2.06094 kg,2.98284 TR,Orange       
Magpie Goose,Minor,Female,2.09975 kg,2.9834 TR,Yellow
Magpie Goose,Minor,Female,2.08526 kg,2.98407 TR,Yellow
Magpie Goose,Minor,Female,2.10659 kg,2.98532 TR,Orange       
Magpie Goose,Minor,Female,2.06895 kg,2.98624 TR,Maroon
Magpie Goose,Minor,Female,2.10047 kg,2.98648 TR,Orange       
Magpie Goose,Minor,Female,2.0545 kg,2.98735 TR,Maroon
Magpie Goose,Minor,Female,2.09897 kg,2.9888 TR,Orange       
Magpie Goose,Minor,Female,2.06807 kg,2.98895 TR,Yellow
Magpie Goose,Minor,Female,2.07796 kg,2.98994 TR,Orange       
Magpie Goose,Minor,Female,2.06553 kg,2.99032 TR,Orange       
Magpie Goose,Minor,Female,2.1075 kg,2.99199 TR,Orange       
Magpie Goose,Minor,Female,2.06969 kg,2.99282 TR,Maroon
Magpie Goose,Minor,Female,2.07428 kg,2.99351 TR,Yellow
Magpie Goose,Minor,Female,2.11547 kg,2.99539 TR,Yellow
Magpie Goose,Minor,Female,2.08604 kg,2.99547 TR,Yellow
Magpie Goose,Minor,Female,2.0788 kg,2.99549 TR,Yellow
Magpie Goose,Minor,Female,2.10432 kg,2.9955 TR,Orange       
Magpie Goose,Minor,Female,2.11746 kg,2.99594 TR,Orange       
Magpie Goose,Minor,Female,2.08601 kg,2.99615 TR,Orange       
Magpie Goose,Minor,Female,2.08846 kg,2.99703 TR,Orange       
Magpie Goose,Minor,Female,2.11846 kg,2.9971 TR,Orange       
Magpie Goose,Minor,Female,2.10388 kg,2.99719 TR,Yellow
Magpie Goose,Minor,Female,2.12066 kg,2.99728 TR,Orange       
Magpie Goose,Minor,Male,2.28121 kg,2.99814 TR,Yellow
Magpie Goose,Minor,Male,2.29247 kg,2.99814 TR,Orange       
Magpie Goose,Minor,Female,2.09672 kg,2.99968 TR,Yellow
Magpie Goose,Minor,Female,2.08241 kg,2.99986 TR,Orange       
Magpie Goose,Minor,Female,2.10919 kg,3.00022 TR,Yellow
Magpie Goose,Minor,Female,2.07915 kg,3.00054 TR,Maroon
Magpie Goose,Minor,Female,2.11707 kg,3.00083 TR,Maroon
Magpie Goose,Minor,Female,2.1174 kg,3.00384 TR,Maroon
Magpie Goose,Minor,Female,2.12097 kg,3.00391 TR,Maroon
Magpie Goose,Minor,Female,2.09155 kg,3.00421 TR,Orange       
Magpie Goose,Minor,Female,2.09149 kg,3.00492 TR,Yellow
Magpie Goose,Minor,Male,2.27877 kg,3.00647 TR,Maroon
Magpie Goose,Minor,Female,2.12143 kg,3.00689 TR,Maroon
Magpie Goose,Minor,Female,2.0999 kg,3.00699 TR,Maroon
Magpie Goose,Minor,Female,2.09426 kg,3.00832 TR,Orange       
Magpie Goose,Minor,Female,2.10255 kg,3.00846 TR,Maroon
Magpie Goose,Minor,Female,2.12524 kg,3.009 TR,Orange       
Magpie Goose,Minor,Female,2.10598 kg,3.00966 TR,Orange       
Magpie Goose,Minor,Female,2.12487 kg,3.00968 TR,Orange       
Magpie Goose,Minor,Female,2.12169 kg,3.00972 TR,Yellow
Magpie Goose,Minor,Male,2.25353 kg,3.0102 TR,Yellow
Magpie Goose,Minor,Female,2.09026 kg,3.01066 TR,Orange       
Magpie Goose,Minor,Female,2.09417 kg,3.01143 TR,Maroon
Magpie Goose,Minor,Female,2.12714 kg,3.01164 TR,Orange       
Magpie Goose,Minor,Female,2.13722 kg,3.01195 TR,Maroon
Magpie Goose,Minor,Female,2.09496 kg,3.01299 TR,Orange       
Magpie Goose,Minor,Female,2.10872 kg,3.01358 TR,Maroon
Magpie Goose,Minor,Female,2.09835 kg,3.0136 TR,Orange       
Magpie Goose,Minor,Female,2.13748 kg,3.01518 TR,Maroon
Magpie Goose,Minor,Male,2.26291 kg,3.01589 TR,Yellow
Magpie Goose,Minor,Female,2.13707 kg,3.01645 TR,Maroon
Magpie Goose,Minor,Female,2.11539 kg,3.01773 TR,Yellow
Magpie Goose,Minor,Female,2.13213 kg,3.01795 TR,Orange       
Magpie Goose,Minor,Female,2.10939 kg,3.0182 TR,Orange       
Magpie Goose,Minor,Male,2.26865 kg,3.01945 TR,Orange       
Magpie Goose,Minor,Female,2.12411 kg,3.01961 TR,Orange       
Magpie Goose,Minor,Female,2.13017 kg,3.02002 TR,Orange       
Magpie Goose,Minor,Female,2.11738 kg,3.02165 TR,Maroon
Magpie Goose,Minor,Female,2.1439 kg,3.02262 TR,Maroon
Magpie Goose,Minor,Female,2.1457 kg,3.02301 TR,Orange       
Magpie Goose,Minor,Female,2.11767 kg,3.0235 TR,Yellow
Magpie Goose,Minor,Male,2.28677 kg,3.02361 TR,Maroon
Magpie Goose,Minor,Male,2.2693 kg,3.02403 TR,Maroon
Magpie Goose,Minor,Female,2.12447 kg,3.02411 TR,Orange       
Magpie Goose,Minor,Female,2.12084 kg,3.02414 TR,Maroon
Magpie Goose,Minor,Female,2.13722 kg,3.02417 TR,Orange       
Magpie Goose,Minor,Female,2.13235 kg,3.02489 TR,Maroon
Magpie Goose,Minor,Female,2.14869 kg,3.02548 TR,Orange       
Magpie Goose,Minor,Female,2.13749 kg,3.02558 TR,Maroon
Magpie Goose,Minor,Male,2.3037 kg,3.02592 TR,Maroon
